,0
1060,5.1473303e-16
1061,-1.1162506e-16
1062,2.6401372
1063,7.407126e-15
1064,-5.4105182e-17
1065,1.5400801
1066,5.587396e-16
1069,7.006239e-14
1070,1.606327e-15
1071,7.611904e-14
1072,-2.3395648e-16
1073,6.7506243e-15
1074,-5.407974e-15
1076,3.8264006e-15
1078,3.470363e-13
1080,5.060263
1081,1.0512549e-14
1083,2.9048514e-14
1086,1.7600915
1087,2.5301316
1088,1.3200686
1089,2.31012
1090,0.77004004
1091,1.449833e-14
1094,9.31431e-14
1096,-1.8659337e-15
1098,4.7105636e-16
1099,2.8601487
1101,-2.8156836e-15
1102,8.030417
1107,3.4384674e-15
1108,0.22001144
1109,-4.018753e-15
1110,0.8800458
1112,-8.988504e-16
1113,1.8650143e-15
1114,-1.5562901e-15
1115,8.516723e-15
1117,1.4617205e-14
1119,2.530156e-14
1121,-5.644283e-16
1123,0.77004004
1124,2.026733e-14
1126,2.0732166e-16
1127,6.682606e-14
1128,-3.3797637e-15
1129,1.1405138e-15
1130,0.11000572
1131,1.5119413e-14
1134,-1.5145087e-16
1135,-5.6893604e-16
1136,2.2417352e-14
1137,1.6870152e-14
1138,9.871114e-15
1139,0.77004004
1140,-2.8375818e-16
1142,1.3447241e-14
1143,1.947943e-14
1144,3.520183
1147,0.9900514
1149,2.750143
1151,2.7035957e-14
1153,1.8041288e-14
1155,3.6301887
1157,2.6207259e-15
1158,3.0801601
1160,0.22001144
1161,-6.7509177e-16
1164,4.3850753e-16
1165,-9.255019e-15
1166,-3.5240583e-16
1168,4.7929366e-14
1169,-1.0212475e-15
1170,1.5047698e-16
1171,1.9625955e-16
1172,-1.0819079e-14
1173,7.0336735e-14
1176,2.2001143
1177,-1.1866939e-15
1179,2.0896536e-15
1180,2.750143
1181,1.0637294e-14
1182,1.4054628e-15
1183,0.9900514
1184,8.0032616e-17
1185,0.55002856
1187,1.7600915
1190,-2.2029516e-15
1191,1.1000571
1193,3.9602056
1194,3.3001714
1195,3.0496536e-15
1196,-2.8754018e-15
1197,0.8800458
1198,2.31012
1200,1.6500857
1201,3.1885298e-16
1202,3.1686264e-15
1203,2.9701545
1204,8.346943e-16
1206,-6.402723e-16
1207,-1.0409132e-14
1208,1.7721257e-14
1210,5.394839e-15
1211,2.4201257
1212,2.0901086
1213,-1.874994e-15
1214,3.520183
1215,1.1000571
1216,-3.763531e-16
1217,1.7559235e-14
1220,1.0387021e-14
1222,2.9987772e-16
1224,1.3472484e-16
1226,4.4235144e-15
1227,7.969311e-15
1228,2.750143
1229,5.4116922e-15
1230,-9.941558e-15
1232,-1.7170691e-15
1233,9.374067e-16
1236,-1.5968367e-15
1238,2.9701545
1240,1.799638e-14
1243,2.2996267e-14
1244,1.5879333e-13
1245,1.4300743
1246,-3.561941e-15
1247,-7.660824e-16
1248,2.1593153e-14
1249,0.9900514
1251,7.944558e-16
1253,-1.0001828e-15
1254,-4.365074e-15
1255,0.55002856
1256,2.1580434e-15
1257,3.9602056
1258,-3.478786e-16
1261,-2.5919039e-15
1262,-2.741352e-14
1263,1.5400801
1264,0.9900514
1265,6.184428e-16
1266,6.840412e-15
1267,-1.297546e-15
1268,1.2564045e-14
1269,0.55002856
1270,-4.495524e-15
1272,4.9502573
1273,1.6187527e-15
1274,6.2703257
1275,3.3001714
1276,-2.0914695e-16
1277,1.1223156e-15
1278,1.2100629
1281,-3.0359645e-15
1282,-2.815524e-15
1283,-9.191032e-16
1284,4.1802173
1285,5.4049804e-17
1286,9.076012e-14
1288,-4.4702815e-16
1289,7.209902e-14
1290,4.7766166e-15
1292,10.01052
1293,4.3565924e-15
1295,-7.837718e-15
1296,-1.9387854e-15
1297,-4.071313e-16
1299,6.048431e-16
1300,-4.8528337e-17
1302,2.5685774e-15
1303,2.5601632e-15
1305,2.6401372
1306,1.09971473e-13
1307,24.971298
1308,1.7492704e-15
1310,0.6600343
1312,1.3985945e-14
1313,-3.5290667e-16
1314,0.6600343
1316,13.2006855
1317,3.1326215e-15
1318,-2.3654774e-15
1320,2.9429306e-14
1321,3.501836e-15
1322,-1.5831503e-15
1323,0.9900514
1324,1.2689161e-15
1325,0.9900514
1326,1.8700973
1328,6.965186e-16
1329,4.283704e-16
1330,5.1659195e-16
1331,1.7600915
1332,-1.159784e-15
1333,23.1012
1334,3.6807176e-16
1335,3.6231292e-14
1336,6.8027725e-16
1338,-1.20981335e-14
1339,1.7600915
1340,1.6220156e-16
1341,-1.4537176e-15
1342,2.4201257
1344,-1.3110478e-14
1345,-8.23563e-15
1346,3.0801601
1347,-1.2946108e-15
1348,1.4300743
1350,3.5339586e-16
1354,1.6500857
1355,0.6600343
1356,-8.2801473e-16
1357,1.1000571
1358,6.5079824e-15
1359,3.0801601
1360,1.8520995e-14
1361,-1.4507137e-14
1362,-4.0127847e-15
1364,3.0801601
1366,1.2100629
1367,2.1745782e-15
1368,2.6401372
1369,-1.0809296e-15
1370,-2.9924495e-15
1371,1.4300743
1373,0.9900514
1374,-2.9901476e-14
1377,0.22001144
1379,3.8227804e-15
1380,5.6746847e-17
1382,2.5453406e-14
1383,1.4300743
1384,-2.9355729e-15
1385,3.709091e-15
1386,4.1802173
1387,-5.360033e-15
1390,0.11000572
1391,-5.1400705e-17
1392,3.4331841e-16
1394,0.22001144
1395,7.0952147e-15
1396,-7.766001e-15
1397,1.6500857
1398,0.22001144
1399,-1.0424787e-15
1401,-4.336817e-16
1402,4.290223
1403,4.8487245e-15
1404,-1.705634e-15
1405,1.767948e-14
1406,-1.9881736e-16
1407,1.1000571
1408,0.55002856
1409,5.275989e-15
1410,-5.6739815e-15
1411,8.300821e-17
1413,24.641281
1414,2.2001143
1416,1.9801028
1417,3.261647e-14
1420,3.9977173e-16
1421,-1.0057889e-16
1423,3.214611e-15
1424,4.600897e-15
1425,-8.614128e-16
1426,7.1833677e-16
1427,0.6600343
1428,1.1000571
1431,2.0580211e-16
1432,3.7401946
1433,3.908488e-15
1434,-4.3885582e-16
1436,7.8036695e-16
1437,-1.0394848e-14
1438,-1.0411481e-16
1439,1.1619112e-14
1440,-1.8286181e-15
1441,4.1802173
1446,7.283252e-14
1447,1.4589809e-15
1448,0.22001144
1449,3.9602056
1450,5.603066e-15
1451,1.636266e-15
1452,1.8309859e-14
1453,-3.6367751e-16
1454,-9.111749e-16
1455,-9.163206e-16
1456,0.11000572
1457,0.77004004
1461,1.1193804e-15
1462,1.6887078e-15
1465,-7.5179786e-16
1466,0.55002856
1469,2.528648e-15
1470,1.3981248e-13
1471,-4.6958994e-15
1472,-2.7868865e-14
1473,-1.1877702e-16
1475,2.8601487
1477,1.1000571
1478,1.36820554e-14
1480,3.1501348e-15
1482,6.0139814e-14
1483,-6.792989e-16
1485,6.2703257
1486,9.99038e-16
1487,8.196338e-14
1488,2.8881208e-15
1490,-3.5088316e-16
1491,-3.0469395e-16
1495,8.350201e-15
1498,1.9801028
1499,-2.2591114e-15
1500,2.31012
1501,1.1876723e-15
1502,0.55002856
1503,4.9735674e-15
1504,-1.8347137e-14
1505,5.2802744
1506,1.4300743
1508,3.520183
1509,1.9801028
1510,-9.726214e-16
1511,-4.6531433e-15
1512,7.480389
1513,1.4300743
1514,2.6401372
1515,1.1422161e-14
1517,3.226743e-16
1519,-1.9883967e-16
1520,5.2030987e-13
1521,1.5400801
1522,3.86084e-15
1524,3.263648e-14
1525,-3.4291727e-15
1526,2.31012
1528,5.060263
1529,-1.9636365e-16
1530,9.2421234e-17
1531,1.2100629
1533,1.3200686
1536,2.2408155e-15
1537,4.519994e-16
1538,1.4300743
1539,1.1985032e-14
1540,6.394782e-16
1541,-2.0373154e-16
1542,-1.7517163e-15
1544,6.9857323e-15
1546,9.286719e-15
1547,3.0801601
1548,-5.789502e-16
1549,0.77004004
1550,2.8601487
1552,-4.4604975e-15
1553,2.0125857e-14
1554,1.569833e-15
1556,-7.195343e-17
1557,-3.6748707e-15
1558,4.584754e-16
1559,6.486751e-14
1560,-2.6525237e-15
1561,1.4300743
1562,-3.0721567e-15
1563,-1.0250427e-16
1565,2.417982e-16
1566,2.2951162e-15
1567,5.060263
1569,3.4468815e-16
1570,-1.9697025e-15
1571,1.6500857
1572,0.77004004
1574,-9.385733e-16
1576,-4.7158586e-17
1578,1.5951733e-15
1579,1.6500857
1580,-1.2755418e-14
1581,2.3300852e-16
1582,-1.0853323e-15
1583,4.968871e-15
1584,1.2911864e-15
1585,-4.0322055e-15
1586,-6.403177e-14
1587,1.1000571
1589,-1.0924746e-15
1590,-7.225438e-15
1591,-1.2803262e-14
1592,-2.4558468e-14
1594,1.3590771e-14
1595,4.9211255e-15
1597,0.4400229
1598,6.4769675e-14
1599,4.006621e-15
1600,-4.678681e-16
1601,1.04201194e-13
1602,1.3718061e-15
1603,8.47044
1605,1.32541064e-14
1606,-1.6720751e-15
1607,3.9105423e-15
1608,2.0448432e-14
1610,-7.783123e-15
1611,3.227056e-14
1612,2.8425863e-14
1613,1.6437017e-16
1614,1.5742358e-14
1615,-1.0671538e-14
1616,2.9889932e-16
1617,1.4746352e-15
1618,9.079495e-16
1619,0.55002856
1620,9.178312e-16
1621,3.532139e-14
1622,2.31012
1624,9.961077e-17
1625,0.4400229
1626,-3.4864008e-16
1627,1.3200686
1629,0.8800458
1630,0.6600343
1632,3.4101772
1634,4.730246
1635,-1.5076072e-15
1639,5.39028
1640,8.47044
1641,1.1796494e-15
1643,3.6301887
1644,-1.1554832e-15
1645,-6.516103e-14
1646,3.5004975e-15
1647,-7.1743665e-15
1649,-4.837473e-15
1650,5.500286
1653,5.0778643e-14
1654,-6.6385e-15
1656,-2.2779153e-15
1659,4.515319e-15
1661,2.3691808e-15
1662,-1.0349353e-14
1663,-1.0024046e-15
1664,4.9502573
1665,2.2503058e-16
1666,9.680718e-15
1667,-9.121567e-16
1668,6.6286183e-16
1670,3.9602056
1671,-7.519616e-15
1672,1.4300743
1673,1.7600915
1674,-1.075157e-15
1675,5.244289e-15
1677,5.4795925e-15
1678,3.611643e-15
1679,-8.988211e-15
1683,-2.6650372e-14
1686,6.7103486
1687,4.1802173
1688,-1.1043523e-14
1690,-7.151081e-16
1691,1.36529e-14
1692,2.4587037e-14
1693,-2.1231147e-16
1694,-1.9755758e-16
1697,-1.2387641e-14
1699,8.360435
1700,8.57073e-17
1701,0.6600343
1702,1.8700973
1703,2.4201257
1706,5.6964046e-15
1708,3.7837428e-15
1711,4.5102344
1712,1.5546678e-14
1714,-3.438076e-16
1718,7.690176e-17
1719,1.7790136e-15
1721,2.31012
1722,8.5738706e-17
1724,2.7336325e-14
1726,-1.1704526e-15
1727,1.8700973
1728,2.7598341e-14
1730,-4.0619e-15
1731,0.6600343
1732,9.738248e-15
1733,1.7600915
1734,1.27191204e-14
1735,1.0746294e-15
1736,0.22001144
1737,-2.49148e-18
1738,-1.0816981e-15
1739,-4.3440687e-17
1740,0.77004004
1741,4.5102344
1742,0.6600343
1743,-4.3565924e-15
1744,4.4179375e-15
1745,-1.18415e-15
1746,0.33001715
1747,9.228211e-16
1748,0.77004004
1749,6.8176067e-16
1750,-4.573991e-16
1752,-1.9517e-15
1754,-1.5924339e-15
1757,8.1500207e-17
1759,1.4429352e-15
1760,1.2928203e-14
1761,3.0801601
1763,2.8601487
1764,1.1056535e-14
1765,-3.3153854e-15
1766,1.8700973
1767,1.0973665e-15
1770,1.2980254e-14
1771,1.3200686
1773,1.8700973
1774,3.042707e-15
1775,-5.3975137e-15
1776,1.4300743
1777,2.681122e-14
1778,5.429235e-14
1780,-2.5485048e-16
1781,7.695068e-16
1782,1.1000571
1783,2.8601487
1784,6.4903374
1786,2.4151652e-15
1787,3.1015087e-14
1789,1.05550795e-13
1791,5.658052e-16
1793,0.9900514
1794,1.4300743
1795,2.2001143
1796,3.7485206e-15
1797,1.6437017e-17
1799,-1.5693943e-15
1800,6.7711704e-15
1801,1.2856096e-14
1802,0.77004004
1803,3.7301264e-15
1805,6.590559e-15
1806,2.8138607e-16
1807,25.301315
1810,0.4400229
1811,1.9782146e-14
1812,4.250143e-14
1813,5.500286
1814,5.914391e-16
1815,2.529148e-15
1817,2.31012
1818,7.747901e-16
1819,-2.1105912e-15
1821,-8.5038333e-16
1823,2.31012
1824,3.7401946
1825,0.9900514
1826,2.9875257e-15
1827,-5.118272e-15
1830,1.3200686
1832,2.6439915e-15
1834,1.4952402e-14
1835,3.4101772
1836,-6.066042e-16
1837,-2.3477294e-16
1838,1.7600915
1840,2.781574e-16
1841,2.3706024e-13
1842,1.8149206e-14
1844,1.6500857
1845,1.1339585e-14
1846,3.04574e-14
1847,3.1922842e-14
1850,2.39413e-16
1851,1.3981249e-14
1852,-9.172051e-15
1853,-3.7946026e-15
1854,1.2951196e-14
1856,0.55002856
1858,2.2282921e-15
1859,-6.6520997e-16
1861,6.3803315
1862,2.6401372
1863,2.5301316
1864,1.6500857
1865,2.750143
1867,3.8354016e-15
